	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PKP3	4.56526221829745e-06	0.329089411966839	0.522	0.466	0.0777098934798592
ARL6IP5	6.5769875837823e-15	0.326789226733596	0.59	0.411	1.11953482651142e-10
DNAJA1	9.64705614308988e-06	0.325790376372458	0.902	0.819	0.164212189667676
LAPTM5	1.53822367330168e-07	0.325574713293663	0.195	0.105	0.00261836433669413
TMSB10	4.26344229623181e-11	0.324820464243622	1	0.998	7.2572314766458e-07
PTN	2.70711366225547e-35	0.322984144008276	0.188	0.027	4.60804887589127e-31
CXCL9	3.10270874623063e-10	0.322390762836079	0.083	0.021	5.28143082783378e-06
AHNAK	1.73517989482396e-06	0.32201829507834	0.612	0.54	0.0295362321696935
HS3ST1	2.19760697269332e-05	0.32046127554379	0.302	0.224	0.374076658891858
S100A4	0.142008821468516	0.319672492826621	0.373	0.338	1
HSPA4	2.87452185568229e-13	0.31953163049088	0.437	0.276	4.89301110274239e-09
TPD52L1	1.20779128668819e-25	0.319510109824941	0.312	0.111	2.05590232820064e-21
FASN	1.069474516025e-14	0.318772623050062	0.354	0.19	1.82045952117776e-10
ATP5MC3	0.000858682379357624	0.31863850887445	0.861	0.869	1
MRPL15	7.03200179149253e-15	0.313343437908993	0.417	0.246	1.19698734494786e-10
GMDS	2.53306264781505e-06	0.312559334059091	0.578	0.521	0.0431177923911078
EIF2S3	6.37049741881919e-07	0.311733120484487	0.551	0.514	0.010843860706314
COX8A	2.73673996412144e-10	0.311179822430604	0.885	0.863	4.65847876692751e-06
TMEM101	2.92315947108167e-07	0.310824061788898	0.229	0.136	0.00497580205167522
SCGB1D2	0.265406731092321	0.310249958168446	0.083	0.103	1
MROH6	1.41710910926527e-11	0.309805555974997	0.273	0.147	2.41220312579134e-07
NLRP2	2.52678844826862e-54	0.308980276381309	0.227	0.021	4.30109929664285e-50
POLR2H	1.27222173056728e-11	0.308027796439009	0.646	0.571	2.16557582977162e-07
SLFN5	3.94405052954024e-15	0.307278430959704	0.337	0.173	6.7135628113834e-11
LSP1	4.15588487567284e-06	0.306253377062688	0.217	0.128	0.0707414723537031
PIK3C2G	1.2326652102819e-48	0.304557752060452	0.195	0.017	2.09824272094185e-44
THSD4	1.76382102045434e-05	0.304251105693526	0.249	0.166	0.300237614101738
RNF128	4.67217031600787e-14	0.303585960892539	0.249	0.114	7.9529683119086e-10
TMEM141	5.48472817188863e-06	0.303115265554951	0.576	0.517	0.0933610429418882
DMAC1	2.90965617897561e-15	0.300846582561462	0.434	0.251	4.95281674785228e-11
NOP53	6.02045448214774e-08	0.300818074285973	0.624	0.539	0.00102480176195119
LTBP1	1.04109505772656e-06	0.300745691665036	0.202	0.119	0.0177215200726216
CRIP1	0.000259141534549316	0.300485803199561	0.593	0.567	1
BZW2	4.58105170320211e-13	0.298848536774816	0.405	0.249	7.79786620919063e-09
SPECC1	0.0355641347227245	0.298656525973488	0.278	0.267	1
MAP1LC3A	4.57126252596642e-21	0.297320970203672	0.334	0.14	7.78120307170004e-17
CBWD5	9.41999647418003e-16	0.297097695780849	0.334	0.166	1.60347179983492e-11
PLAAT3	0.909134073869829	0.2964669009768	0.439	0.609	1
TNC	6.62930135304293e-09	0.295743309690626	0.185	0.089	0.000112843967631497
CFH	1.8552499116797e-18	0.295616188349171	0.356	0.159	3.15800639966119e-14
PLOD2	0.00161148763018385	0.295132153732247	0.32	0.273	1
SLC39A8	5.83999900950484e-07	0.293748170944475	0.217	0.124	0.00994084631397914
PRSS12	3.59960457262569e-21	0.293606906288209	0.21	0.063	6.12724690352345e-17
FKBP4	1.02885906902551e-07	0.292053784512166	0.588	0.52	0.00175132390729523
RSL24D1	5.94091486042598e-13	0.291808201448229	0.471	0.307	1.01126252754171e-08
NPM3	4.21867496368112e-16	0.290963511928015	0.249	0.105	7.181028523178e-12
MESP1	4.82073747967831e-06	0.290619896095096	0.215	0.134	0.0820585933790842
CA2	1.50090859715309e-05	0.290216602928433	0.256	0.175	0.255484661407398
TRAP1	2.23137165047961e-08	0.290080179923957	0.449	0.342	0.00037982408234464
EIF5A	1.63954214308307e-05	0.288998424669492	0.629	0.606	0.2790828635956
TSPAN1	0.0200831816618153	0.288592971259582	0.605	0.82	1
TBCA	2.65676909075975e-09	0.288471429516519	0.739	0.706	4.52235234629124e-05
NOB1	3.63026162547525e-18	0.287992548459826	0.4	0.203	6.17943133888397e-14
CD59	0.000857861971203641	0.287529443903366	0.468	0.445	1
FXYD5	0.0415956377297578	0.287180823604809	0.546	0.529	1
P4HA1	9.1263226602127e-15	0.285841359686415	0.256	0.113	1.55348264322141e-10
BNIP3L	2.67815745073603e-05	0.285253162093846	0.473	0.416	0.455875961264287
MRPL4	2.91575093762359e-07	0.285141674765247	0.488	0.404	0.00496319124602287
EIF4G1	2.22867260450026e-06	0.284359807444017	0.624	0.57	0.0379364650738034
BOLA2-SMG1P6	2.62606219129731e-23	0.283969039418452	0.322	0.124	4.47008306202628e-19
PITRM1	2.14590138516101e-07	0.283225474165158	0.266	0.168	0.00365275333782107
IL33	3.45648491351648e-18	0.282857141437865	0.093	0.013	5.88362861978774e-14
TRNP1	4.1616372979895e-21	0.282800151331627	0.21	0.063	7.08393900863772e-17
CYP3A5	0.328844291191404	0.282055534519799	0.4	0.523	1
GRPEL1	8.36620289740071e-16	0.281948293908963	0.371	0.196	1.42409505719555e-11
GCNT2	7.05719159239469e-08	0.279987560648311	0.212	0.118	0.00120127515285742
NCBP2AS2	1.65067251552073e-13	0.279774851375754	0.485	0.316	2.80977475591939e-09
DERL1	1.6049849080384e-18	0.279603340600706	0.354	0.165	2.73200531046296e-14
LMTK3	4.06062833367312e-14	0.278061332006194	0.288	0.139	6.91200154957839e-10
BICDL2	7.46443445478449e-10	0.277686048559277	0.417	0.276	1.27059603289342e-05
PSMB10	3.70669753227106e-05	0.277277782407131	0.58	0.538	0.63095405394318
IGHG2	0.328343720417437	0.277241142466608	0.059	0.048	1
ZNF581	4.9091545119809e-17	0.276527608546786	0.334	0.16	8.35636281029388e-13
APOL2	1.65646106121572e-13	0.276288816792939	0.283	0.139	2.81962801840139e-09
ASB13	1.56476097150347e-30	0.274993977449423	0.237	0.056	2.66353612569321e-26
HSPE1	5.96460895853472e-07	0.273684150502362	0.961	0.963	0.0101529573692178
ISOC2	5.07629982550575e-11	0.272582323526511	0.539	0.389	8.64087756297588e-07
COX6C	1.10337321039255e-05	0.270694719031903	0.932	0.93	0.18781618787302
SH3GLB2	3.30876810824502e-11	0.270659008767451	0.307	0.172	5.63218507385467e-07
PSME2	0.000170867552841847	0.269374558697949	0.88	0.86	1
UBE2L6	9.47266754453097e-05	0.269103444403033	0.385	0.315	1
UBE2D3	4.58829456136854e-09	0.268730171163842	0.727	0.615	7.81019500236152e-05
EFR3A	2.93420127167734e-12	0.268655332878732	0.324	0.182	4.99459740464917e-08
CCNG1	1.45751559111157e-10	0.267781980152445	0.359	0.224	2.48098303919012e-06
TMEM134	2.36782343754741e-11	0.26759263821943	0.434	0.284	4.03050905539319e-07
WWTR1	7.15448069706495e-13	0.267473280341577	0.361	0.201	1.2178357042544e-08
EFHD2	0.000169708256177626	0.264964986371595	0.417	0.359	1
PABPC4	6.49100366538662e-15	0.264444023398661	0.437	0.252	1.10489864392211e-10
GRSF1	8.8992780471874e-13	0.264324202192986	0.454	0.283	1.51483510919224e-08
C2orf88	1.23968215060766e-12	0.263649733578144	0.244	0.111	2.11018695676436e-08
COX4I1	3.54029786712768e-09	0.263566507712496	0.983	0.988	6.02629502942474e-05
PTPRC	3.19884495870022e-06	0.263566007410868	0.146	0.076	0.0544507388869952
VAMP5	5.06270981139999e-21	0.263355270301187	0.198	0.056	8.61774464096506e-17
CYHR1	7.55930379561792e-19	0.262734158671622	0.349	0.159	1.28674469209008e-14
SLC27A5	2.10945348247597e-49	0.262485565638525	0.195	0.016	3.59071171787059e-45
GBP2	5.45769051849219e-08	0.262414669791395	0.29	0.181	0.000929008080057741
QSOX1	8.24648063109466e-05	0.262298883222836	0.583	0.526	1
DNAJB4	6.8221627870786e-06	0.261397355109171	0.278	0.19	0.116126854961652
MIA	1.90253342622292e-18	0.261069861194849	0.217	0.072	3.23849239811665e-14
DNAJB1	0.00513508850406707	0.260818645319643	0.907	0.876	1
RBIS	1.29657874500155e-07	0.259752130817755	0.659	0.642	0.00220703633974163
GLYCTK	0.00888803463326429	0.259508324419307	0.188	0.148	1
SCO2	1.42162673960065e-11	0.257696120888865	0.378	0.227	2.41989303614822e-07
TRIM29	0.00319168851489534	0.256888496162302	0.302	0.442	1
ST3GAL1	2.83282887882567e-08	0.256703213044519	0.261	0.152	0.000482204131753706
TPRG1	4.34444753248013e-36	0.256447574691606	0.137	0.01	7.39511858978767e-32
MARCKSL1	0.502235168122871	0.255710146992039	0.702	0.825	1
HK2	2.19561347666031e-14	0.255655619657032	0.215	0.084	3.73737325997117e-10
TTLL12	1.01201383562879e-18	0.255305621187507	0.349	0.159	1.72264995100732e-14
AP2M1	4.20080751432517e-06	0.254915650127	0.671	0.687	0.071506145508843
PAICS	1.65260677435965e-09	0.254566002803265	0.359	0.232	2.813067251315e-05
PROM2	1.24803427145828e-10	0.252875571464703	0.249	0.127	2.12440393687628e-06
RUVBL1	1.03074081175167e-10	0.252662483152883	0.376	0.232	1.7545270097637e-06
GLRX	0.000225549289252175	0.251265945961343	0.234	0.165	1
MCRIP2	4.42219295538514e-10	0.249462865880634	0.417	0.278	7.52745684865659e-06
ATP5PO	1.52777284388231e-06	0.24927354180387	0.393	0.303	0.0260057493485648
GBP4	8.93785532448379e-11	0.248794002148171	0.139	0.051	1.52140173333363e-06
EIF2A	1.93786378731957e-11	0.248751398272525	0.446	0.291	3.29863173877536e-07
SLC6A8	2.18210136289949e-05	0.248623144317891	0.283	0.197	0.371437293992752
SCOC	1.09363061232781e-08	0.248041828875203	0.471	0.342	0.00018615780283044
DCAF13	7.06996393138837e-12	0.24792109884073	0.329	0.185	1.20344926040093e-07
MFSD3	3.26325374095127e-24	0.24719526145341	0.259	0.081	5.55471051784725e-20
PRMT1	6.95169172002981e-06	0.245266671347347	0.573	0.526	0.118331696458347
ALOX5AP	0.230507533033999	0.245130405567877	0.071	0.058	1
MTDH	1.53518519677052e-08	0.245006322068784	0.802	0.699	0.000261319224194278
AP2S1	3.91239771130458e-06	0.244103176264885	0.69	0.667	0.0665968338418266
TRPM4	1.60785254706188e-09	0.244021183991788	0.361	0.228	2.73688660560874e-05
JAGN1	1.35708606405588e-08	0.243767419695938	0.439	0.317	0.000231003189823592
MECOM	8.79043347015077e-07	0.243514676076537	0.512	0.411	0.0149630758528906
HAGHL	1.0287799230249e-33	0.243210236251616	0.185	0.029	1.75118918497298e-29
NDUFV2	6.58753296808475e-09	0.242769095287017	0.744	0.675	0.000112132986182739
BOP1	3.93032675740098e-11	0.242631233041842	0.254	0.129	6.69020220644795e-07
ZFAND1	2.48724233569783e-12	0.242403947489439	0.327	0.178	4.23378390382484e-08
ANXA5	4.53920110584834e-10	0.242357874788163	0.773	0.619	7.72662812237505e-06
EBPL	3.46839496296455e-10	0.242206217294681	0.429	0.282	5.90390190595826e-06
SLC5A3	5.62807655811559e-08	0.241053034998902	0.28	0.166	0.000958011191722435
IGFBP2	0.181173753588456	0.240993922285093	0.3	0.294	1
METTL26	1.4221830202814e-07	0.24021046782111	0.578	0.489	0.002420839937123
NAA50	8.49466468057192e-08	0.239086730357974	0.498	0.386	0.00144596182192695
ATP5PB	0.000166859657677996	0.238670741362965	0.654	0.641	1
ATP5F1B	0.00289758874016476	0.237969468356445	0.841	0.841	1
ENC1	2.09522987144901e-05	0.236852261801321	0.337	0.245	0.356650028718051
ASPH	9.70692689472924e-09	0.236621505239018	0.529	0.398	0.000165231309602081
MGST2	0.00509805667765744	0.235316342784247	0.566	0.555	1
BDH1	3.32235537993963e-08	0.235282112121019	0.341	0.224	0.000565531332773324
HIGD2A	1.29558930011991e-07	0.235102416182009	0.8	0.738	0.00220535210666411
RPS29	9.44237946461368e-14	0.235073583975241	0.976	0.949	1.60728183246654e-09
RGS2	0.242737090283772	0.23438269414359	0.124	0.108	1
PKM	1.32586470562151e-07	0.234130200082508	0.959	0.964	0.00225688690190893
UQCR11	4.34128913561728e-08	0.233730000092695	0.917	0.883	0.000738974236664773
SIX1	1.3363699217256e-12	0.23341896521795	0.183	0.07	2.27476888076132e-08
HOXC10	6.41711793891326e-59	0.233409236724515	0.151	0	1.09232181556181e-54
PODXL	0.0137407500941665	0.232078943205711	0.259	0.218	1
CCDC50	5.81292232000283e-06	0.231713603254815	0.366	0.273	0.0989475637310882
SCGB1A1	5.34163364906697e-21	0.231694803913264	0.059	0.001	9.09252879744179e-17
MPZL2	4.92172848863844e-11	0.229457824109411	0.378	0.225	8.37776623336036e-07
CRACR2B	2.22939210129586e-05	0.229126968692094	0.349	0.265	0.379487123482581
PFKP	2.56792147222889e-06	0.22881330524029	0.407	0.298	0.0437111593002801
TMEM165	0.00264553146698132	0.228652163671883	0.563	0.545	1
PSMG4	1.45068779706903e-07	0.228134857450093	0.378	0.265	0.0024693607681709
HSF1	1.09718023814016e-08	0.227874629168239	0.449	0.323	0.000186762020136218
PDCD6	4.7858002601193e-10	0.227053634144751	0.359	0.222	8.14638920277507e-06
CKS2	0.0152836359982747	0.225676919122328	0.461	0.441	1
PCDH7	1.65305531234742e-12	0.224290075565213	0.273	0.134	2.81383075267778e-08
PYGL	3.99455319912194e-23	0.224129174868753	0.146	0.027	6.79952845554537e-19
KRT19	0.000347750098063551	0.223612257904866	0.832	0.972	1
MYEOV	3.77196812054935e-11	0.223465633601667	0.227	0.107	6.4206441347991e-07
NMUR2	1.97781856283117e-45	0.223128228070651	0.129	0.002	3.36664275765121e-41
GPT	2.85727094863245e-26	0.221141163661728	0.146	0.023	4.86364660876216e-22
VTCN1	2.96603485772524e-34	0.221042238560407	0.132	0.01	5.0487845348199e-30
SUMF1	8.47641547758189e-13	0.21944802417513	0.339	0.181	1.44285544259399e-08
HLA-DRB5	4.37554307300503e-05	0.21919598739411	0.451	0.35	0.744804941886916
PSMD6	4.21772641814913e-07	0.219046962334662	0.437	0.334	0.00717941390897346
STC2	1.4195635358672e-06	0.218403515025499	0.132	0.063	0.0241638105075315
RPL36A	5.28754354372311e-09	0.218269982661761	0.885	0.801	9.00045662012549e-05
FAM83H	1.39174364827035e-07	0.21764276842173	0.285	0.181	0.00236902603808579
S100A16	0.0316099258373583	0.217186112336439	0.688	0.804	1
CAPRIN1	4.03640098615495e-07	0.216981164284532	0.451	0.334	0.00687076175863295
PCBP4	4.83318850716141e-09	0.216736596959476	0.21	0.108	8.22705347689016e-05
TKT	0.00017122456827466	0.216398663849172	0.646	0.652	1
GCNT3	0.0437628832277085	0.216330384967287	0.376	0.512	1
SOD2	0.00273809088417348	0.215629183632936	0.517	0.639	1
PLTP	1.26978322434852e-13	0.215557952652661	0.171	0.06	2.16142500448604e-09
ZFAND2A	2.98614441167409e-06	0.215287565875905	0.449	0.325	0.0508301501755164
FYTTD1	3.67091556873373e-10	0.21521534980927	0.327	0.191	6.24863248109855e-06
CHP1	1.08616428061275e-08	0.214570150329648	0.439	0.297	0.000184886883845903
AZIN1	3.25126866869859e-08	0.214432725504733	0.378	0.25	0.000553430952785875
SDR16C5	3.72939380409682e-09	0.214345516230401	0.237	0.127	6.3481741333336e-05
ARPC5L	8.90555329030582e-06	0.214124805352848	0.529	0.46	0.151590328107586
CAPN5	0.0120596090629156	0.214013195332332	0.302	0.27	1
KIN	2.67131426608371e-08	0.213468556026197	0.305	0.19	0.000454711114372769
ECHS1	0.00240998670527522	0.213283898939413	0.554	0.548	1
COA4	2.09743414452474e-06	0.213273017491257	0.522	0.436	0.0357025240081001
AC008397.1	3.41694872058264e-19	0.212534548412723	0.156	0.039	5.81633011217578e-15
ZNF524	0.000118498396539602	0.212353168182317	0.349	0.276	1
ANKRD65	6.67433367144393e-25	0.212263012315276	0.139	0.022	1.13610507755319e-20
TCIRG1	0.0195419050008068	0.212130257752234	0.356	0.318	1
EXOSC5	3.26714507916742e-09	0.211907897643387	0.337	0.208	5.56133435375879e-05
PAM16	5.7488212086971e-10	0.21127030411105	0.351	0.213	9.7856434614442e-06
UBE2V2	1.39762842539929e-07	0.210572234448756	0.373	0.259	0.00237904310571467
ARPC1B	0.000415506779552577	0.210511290524747	0.471	0.413	1
MCCC2	2.82973325062282e-10	0.210322567254037	0.363	0.218	4.81677193921016e-06
HNRNPA1	0.000275997910132576	0.210296235737006	0.944	0.93	1
SARAF	8.50548003407679e-05	0.209939544036838	0.807	0.716	1
REEP5	7.06234802951601e-09	0.209618490047532	0.62	0.482	0.000120215288158422
ETFB	0.00489448606097385	0.208845937643428	0.571	0.574	1
SERF2	2.46397498830467e-08	0.208833629586551	1	0.992	0.000419417822509221
C8orf33	7.00990677006742e-07	0.207722125729683	0.322	0.213	0.0119322633040088
DCUN1D5	2.08913723955369e-09	0.207426547848208	0.334	0.204	3.55612940916829e-05
NUDT8	0.0241830543054374	0.207130736992148	0.302	0.269	1
NUDT22	3.23283167318058e-09	0.206639303797972	0.344	0.212	5.50292607408798e-05
HSPH1	0.140648718447553	0.206238677297529	0.746	0.672	1
SPTSSB	1.26660031753573e-11	0.206226566582015	0.144	0.051	2.15600706050933e-07
EIF4EBP3	9.52873473661829e-17	0.205885781461805	0.239	0.091	1.62198122686716e-12
ERN2	0.0824410812106863	0.205540148374478	0.337	0.328	1
UQCC3	3.9494489116028e-07	0.205527468183744	0.388	0.276	0.00672275193733028
TC2N	5.17811054835055e-07	0.205326510725503	0.312	0.203	0.00881417977540231
RNF7	0.000325816897074583	0.205286686937488	0.683	0.718	1
DNAJA4	0.0096647500641041	0.205167771541874	0.356	0.298	1
OAZ1	9.93581215470655e-07	0.204486905767471	0.98	0.94	0.0169127394497415
MSMO1	0.0908437448766842	0.203790559333661	0.276	0.25	1
NMB	0.0074438200290373	0.20292596609961	0.263	0.213	1
C8orf76	1.10511067555774e-12	0.202591245850147	0.259	0.122	1.88111939193439e-08
NEK6	1.95108785726461e-11	0.20199979066923	0.337	0.187	3.32114175063581e-07
TRMT112	0.000175890240842935	0.200997595508297	0.729	0.696	1
GPC4	8.70093120263599e-08	0.200989461531244	0.159	0.076	0.0014810725093127
C11orf1	3.98693488266543e-13	0.20062554706696	0.278	0.133	6.78656055727309e-09
NDUFC2	0.00344512925964828	0.200426656438786	0.359	0.321	1
TMC4	0.000159284377731017	0.199547879428606	0.563	0.505	1
FHIT	2.6251113948678e-16	0.198956587706804	0.202	0.07	4.46846461634397e-12
NUDT2	8.70565753180474e-13	0.198801205966425	0.278	0.134	1.4818770250638e-08
NSA2	6.81203341764343e-06	0.198063632329678	0.524	0.429	0.115954432835126
STOML2	1.39222576872387e-05	0.19764097426224	0.554	0.469	0.236984670352177
MRPS16	4.80051516993977e-05	0.197552864713116	0.444	0.368	0.817143692227148
CD52	0.00345530071389634	0.197365087224516	0.09	0.054	1
EIF4EBP1	0.167798929900256	0.196178267037821	0.434	0.443	1
SEL1L3	1.95074593686679e-07	0.196157182853061	0.388	0.266	0.00332055973373465
HNRNPC	1.1150770847567e-05	0.196091809216612	0.802	0.742	0.189808421367286
TOMM5	0.000251546836324123	0.195700478739716	0.624	0.612	1
CDH3	3.70692524391858e-11	0.195540445834258	0.285	0.147	6.30992815019821e-07
RAC2	0.0554141218386217	0.195351703683015	0.234	0.199	1
PFKFB3	0.243474650247671	0.19529819657824	0.183	0.166	1
CP	0.000483138325141134	0.195286151962491	0.261	0.396	1
TASOR2	4.23756900621905e-11	0.194286919366904	0.234	0.112	7.21318996238607e-07
MTLN	6.19163606526987e-07	0.194148598755557	0.249	0.151	0.0105394029103024
PPP1R14B	1.03129818313141e-05	0.194090728089325	0.361	0.267	0.175547576732628
ADGRL2	5.58850065732901e-27	0.19355597374217	0.115	0.011	9.51274581890544e-23
ASAH1	0.00171544602405731	0.193084218766563	0.51	0.462	1
SMS	0.329448012962805	0.192589382527485	0.556	0.595	1
TRAF7	1.19791433293914e-07	0.192568326855987	0.424	0.301	0.002039089777529
CD7	0.147161126828606	0.191164377076677	0.054	0.078	1
NUDT16	3.03277997414378e-06	0.190705821840264	0.383	0.281	0.0516239807198754
ATP6V1G1	6.21952910883147e-07	0.190470604894786	0.854	0.766	0.0105868824490529
MRPL3	0.00217439793858136	0.190469218882785	0.522	0.499	1
JOSD2	0.000418813526293014	0.190191306145151	0.329	0.262	1
MT-ATP6	0.0556000717659352	0.189626556789114	0.983	0.992	1
LAPTM4B	0.508810142687039	0.189474826457173	0.449	0.486	1
LAMTOR1	0.000315062573198746	0.188679535478286	0.607	0.555	1
NDUFB5	0.0038607756750464	0.188106522744286	0.571	0.592	1
IGFBP5	0.763199298147777	0.188017260073002	0.046	0.051	1
ELOB	0.129673282999887	0.187978797604444	0.959	0.971	1
SYT8	7.77880394121859e-08	0.187914636276314	0.224	0.122	0.00132410800687423
UQCRC2	0.00405575875261328	0.187819994535181	0.473	0.438	1
FADS2	0.120809659905407	0.187166852498769	0.171	0.149	1
CSDE1	0.000847673601900131	0.186538925486629	0.559	0.52	1
PGM2L1	1.96117547759397e-06	0.186499168270905	0.359	0.248	0.0333831289796046
FAM91A1	1.43572257206458e-12	0.185945158996235	0.28	0.136	2.44388696216833e-08
GABRP	0.502636866526202	0.18576850864897	0.398	0.471	1
UQCRQ	0.00220903116224886	0.185073852022736	0.927	0.942	1
SLC9B2	1.12015841455003e-37	0.184892997531717	0.115	0.004	1.90673365324706e-33
EIF3A	0.000104358067953243	0.184865737008481	0.537	0.467	1
UCP2	0.00434154320990453	0.184818666996978	0.356	0.3	1
FXR1	6.23442599599099e-06	0.184761898152031	0.429	0.329	0.106122399303759
SDCBP	0.0156884246221016	0.184156209555834	0.502	0.477	1
TMEM123	7.28789142478846e-05	0.183608763405792	0.502	0.43	1
RABAC1	0.00254532531734933	0.183256469392937	0.671	0.631	1
