Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
gene expression	GOTERM_BP_DIRECT	20	1.1019283746556474	0.03502574778243897	EGR2, JUND, CUL3, DOT1L, PDGFB, LIF, DTNBP1, SLC3A1, FOXO1, FOSL2, MECP2, FOSL1, TUBA1A, NPC1, DDIT3, GRB10, KPNA4, IKBKE, SOX4, TGM2	1696	140	19453	1.6385613207547172	1.0	0.7068049699205873	0.6961427654979999
hemopoiesis	GOTERM_BP_DIRECT	12	0.6611570247933884	0.03550263286856105	CNN2, MEIS1, JAG1, TIPARP, GLRX5, MKNK2, PGM3, CRIP2, TTC7A, KLF3, ZFP36L2, PICALM	1696	69	19453	1.9947703035274813	1.0	0.7068049699205873	0.6961427654979999
regulation of fat cell differentiation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.035958476484004416	ALOX5, HES1, NR1D1, TNF, HDAC6	1696	15	19453	3.823309748427673	1.0	0.7068049699205873	0.6961427654979999
positive regulation of exosomal secretion	GOTERM_BP_DIRECT	5	0.27548209366391185	0.035958476484004416	TSG101, SDC4, SDC1, SNF8, RAB7A	1696	15	19453	3.823309748427673	1.0	0.7068049699205873	0.6961427654979999
regulation of developmental process	GOTERM_BP_DIRECT	5	0.27548209366391185	0.035958476484004416	BRD1, CCN3, CCN2, CCN1, TNF	1696	15	19453	3.823309748427673	1.0	0.7068049699205873	0.6961427654979999
Rab protein signal transduction	GOTERM_BP_DIRECT	5	0.27548209366391185	0.035958476484004416	RAB21, RAB4B, GDI1, RAB35, RAB9A	1696	15	19453	3.823309748427673	1.0	0.7068049699205873	0.6961427654979999
wound healing, spreading of cells	GOTERM_BP_DIRECT	5	0.27548209366391185	0.035958476484004416	DDR1, MRTFA, FLNA, CCN1, CD44	1696	15	19453	3.823309748427673	1.0	0.7068049699205873	0.6961427654979999
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GOTERM_BP_DIRECT	5	0.27548209366391185	0.035958476484004416	ZFP36, DHX36, TOB1, ZFP36L2, TNRC6B	1696	15	19453	3.823309748427673	1.0	0.7068049699205873	0.6961427654979999
macrophage activation involved in immune response	GOTERM_BP_DIRECT	5	0.27548209366391185	0.035958476484004416	SBNO2, SUCNR1, IFI35, TICAM1, TNF	1696	15	19453	3.823309748427673	1.0	0.7068049699205873	0.6961427654979999
focal adhesion assembly	GOTERM_BP_DIRECT	7	0.3856749311294766	0.036108193693912716	BCR, SRC, ACTN1, ITGA2, PTPRK, RHOD, AJUBA	1696	29	19453	2.768603610930384	1.0	0.7068049699205873	0.6961427654979999
negative regulation of fat cell differentiation	GOTERM_BP_DIRECT	11	0.6060606060606061	0.036994251417136734	WWTR1, BMP2, TRIO, JAG1, SMAD3, DDIT3, ID4, TRIB3, TNF, FOXO1, ZFP36L2	1696	61	19453	2.0683478966903803	1.0	0.7068049699205873	0.6961427654979999
positive regulation of integrin activation	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	RAP1B, SRC, PIEZO1, RASIP1	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
kidney morphogenesis	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	WWTR1, GCNT3, PRKX, SOX4	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
viral RNA genome replication	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	EEA1, PCBP1, PCBP2, PI4KA	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
negative regulation of reproductive process	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	SYCP2, UBE2B, YBX3, BCL2L1	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
positive regulation of early endosome to late endosome transport	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	RAB21, RDX, NF2, EZR	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
response to thyroid hormone	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	STK11, CAB39, HPN, HES1	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
cytoplasmic sequestering of transcription factor	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	NFKBIA, KEAP1, NFKBIE, MDFI	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
polyamine biosynthetic process	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	SMOX, ODC1, OAZ1, SAT1	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
mitral valve morphogenesis	GOTERM_BP_DIRECT	4	0.22038567493112945	0.037192402809390575	EFNA1, ACVR1, BMPR2, SOX4	1696	9	19453	5.0977463312368965	1.0	0.7068049699205873	0.6961427654979999
cardiac muscle cell differentiation	GOTERM_BP_DIRECT	6	0.3305785123966942	0.037584234363695374	ITGB1, KDM6B, BMP2, CBY1, SIRT6, SYNE1	1696	22	19453	3.128162521440823	1.0	0.7068049699205873	0.6961427654979999
positive regulation of beta-amyloid formation	GOTERM_BP_DIRECT	6	0.3305785123966942	0.037584234363695374	EFNA1, IFNGR1, SP1, CSNK1E, TNF, PICALM	1696	22	19453	3.128162521440823	1.0	0.7068049699205873	0.6961427654979999
positive regulation of calcineurin-NFAT signaling cascade	GOTERM_BP_DIRECT	6	0.3305785123966942	0.037584234363695374	PTBP1, PPP3R1, SPPL3, TNF, LMCD1, CHERP	1696	22	19453	3.128162521440823	1.0	0.7068049699205873	0.6961427654979999
positive regulation of stress fiber assembly	GOTERM_BP_DIRECT	10	0.5509641873278237	0.038134020561614516	SMAD3, SDC4, TPM1, PXN, ITGB1BP1, CD47, CCN2, NF2, RAPGEF3, PFN2	1696	53	19453	2.164137593449626	1.0	0.7068049699205873	0.6961427654979999
response to peptide hormone	GOTERM_BP_DIRECT	10	0.5509641873278237	0.038134020561614516	STAT5A, BTG2, BTG1, ANXA1, JUND, STAT1, STAT6, CCN2, EIF2B1, AREG	1696	53	19453	2.164137593449626	1.0	0.7068049699205873	0.6961427654979999
positive regulation of intrinsic apoptotic signaling pathway	GOTERM_BP_DIRECT	8	0.4407713498622589	0.038219973317892564	BCL2L11, PLEKHF1, PRKRA, DDIT3, BAX, NUPR1, BID, BBC3	1696	37	19453	2.4799847016828145	1.0	0.7068049699205873	0.6961427654979999
intrinsic apoptotic signaling pathway	GOTERM_BP_DIRECT	8	0.4407713498622589	0.038219973317892564	MSH6, CDKN1A, APAF1, CUL3, IFI6, BAX, CD24, BBC3	1696	37	19453	2.4799847016828145	1.0	0.7068049699205873	0.6961427654979999
establishment of cell polarity	GOTERM_BP_DIRECT	8	0.4407713498622589	0.038219973317892564	GSK3B, WEE1, STK11, PARD3, WWC1, WNT7A, PHLDB2, CRKL	1696	37	19453	2.4799847016828145	1.0	0.7068049699205873	0.6961427654979999
positive regulation of peptidyl-tyrosine phosphorylation	GOTERM_BP_DIRECT	15	0.8264462809917356	0.03833605225857313	ACVR1, PRNP, SRC, RIPK2, PDGFB, LIF, IGF2, TGFA, PTPN11, EFNA5, AREG, VEGFA, EFNA1, KITLG, CD44	1696	96	19453	1.7921764445754718	1.0	0.7068049699205873	0.6961427654979999
positive regulation of inflammatory response	GOTERM_BP_DIRECT	17	0.9366391184573004	0.03847867740703147	STAT5A, CEBPB, SUCNR1, ITGA2, SERPINE1, IFI35, TNF, CX3CL1, NFKBIA, LGALS2, IL23A, CAMK2N1, TRPV4, NFKBIZ, NINJ1, CD47, LDLR	1696	114	19453	1.7104280453492222	1.0	0.7068049699205873	0.6961427654979999
protein targeting	GOTERM_BP_DIRECT	9	0.4958677685950413	0.038675170441501774	YWHAQ, OS9, YWHAB, GIPC1, LAMP2, ERBIN, HOMER3, PML, TRAK2	1696	45	19453	2.2939858490566034	1.0	0.7068049699205873	0.6961427654979999
insulin receptor signaling pathway	GOTERM_BP_DIRECT	12	0.6611570247933884	0.038934598984341866	GSK3B, GRB14, AKT2, INSR, RARRES2, GRB10, IGF2, MAPK1, BAIAP2, FOXO1, RHOQ, BCAR1	1696	70	19453	1.9662735849056605	1.0	0.7068049699205873	0.6961427654979999
animal organ morphogenesis	GOTERM_BP_DIRECT	20	1.1019283746556474	0.039686880966946975	GAMT, LAMA5, COL18A1, ONECUT2, LAMB3, ITGA2, LAMA3, GMNN, NTN4, IGF2, LAMB1, LAMC2, HSPG2, TLE5, BMP2, MEIS1, DGCR6L, EP300, PHLDA2, DGCR2	1696	142	19453	1.615482992293383	1.0	0.7068049699205873	0.6961427654979999
tumor necrosis factor-mediated signaling pathway	GOTERM_BP_DIRECT	13	0.7162534435261708	0.04021551202580422	STAT1, KRT8, ACTN4, FOXO3, TNF, NFKBIA, KRT18, PSMB3, TMSB4X, PSMB1, FAS, BIRC3, LIMS1	1696	79	19453	1.8874567112491043	1.0	0.7068049699205873	0.6961427654979999
MDA-5 signaling pathway	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	IFIH1, OAS3, IRF7	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
positive regulation of transcription via serum response element binding	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	SRF, MRTFA, MICAL2	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
circadian regulation of translation	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	PER2, PER1, HNRNPD	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
glial cell development	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	PICK1, PHGDH, SOX4	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
mast cell proliferation	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	KITLG, RAC2, NF1	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
formation of radial glial scaffolds	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	ITGB1, ARL13B, FLNA	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
pantothenate metabolic process	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	PANK2, VNN1, VNN2	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
positive regulation of cellular biosynthetic process	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	CXCL8, AJUBA, POU5F1	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
post-embryonic camera-type eye development	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	FZD5, KLF4, VEGFA	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
cellular response to ionomycin	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	CDK4, ZC3H12A, PLCB1	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
negative regulation of transcription by transcription factor localization	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	HHEX, SUMO1, ID1	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
positive regulation of metallopeptidase activity	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	CLDN4, CLDN3, DDRGK1	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
regulation of apoptotic DNA fragmentation	GOTERM_BP_DIRECT	3	0.1652892561983471	0.04041719350887765	AIFM1, APAF1, CDKN2A	1696	4	19453	8.602446933962264	1.0	0.7068049699205873	0.6961427654979999
positive regulation of extrinsic apoptotic signaling pathway	GOTERM_BP_DIRECT	7	0.3856749311294766	0.041924480243560484	TNFRSF12A, TNFSF10, G0S2, RBCK1, BID, TNF, PML	1696	30	19453	2.676316823899371	1.0	0.7242771571773888	0.7133513835381579
Golgi to plasma membrane protein transport	GOTERM_BP_DIRECT	7	0.3856749311294766	0.041924480243560484	GGA1, KRT18, SYS1, RAB31, RAB34, OPTN, SPTBN1	1696	30	19453	2.676316823899371	1.0	0.7242771571773888	0.7133513835381579
cellular response to gamma radiation	GOTERM_BP_DIRECT	7	0.3856749311294766	0.041924480243560484	EGR1, CDKN1A, XRCC6, XRCC5, MDM2, CYBA, BCL2L1	1696	30	19453	2.676316823899371	1.0	0.7242771571773888	0.7133513835381579
positive regulation of mitotic nuclear division	GOTERM_BP_DIRECT	7	0.3856749311294766	0.041924480243560484	EDN1, INSR, SPHK1, PDGFB, IGF2, TGFA, TNF	1696	30	19453	2.676316823899371	1.0	0.7242771571773888	0.7133513835381579
release of sequestered calcium ion into cytosol	GOTERM_BP_DIRECT	10	0.5509641873278237	0.04236149831722928	IBTK, DDIT3, FKBP1B, BAX, FLNA, ITPR3, PLCB1, BBC3, CHERP, TPCN1	1696	54	19453	2.1240609713487077	1.0	0.7274183792365185	0.7164452200338627
regulation of G1/S transition of mitotic cell cycle	GOTERM_BP_DIRECT	10	0.5509641873278237	0.04236149831722928	SMARCD1, CDKN1A, SMARCB1, BCL7A, CDKN2A, ID2, TCF3, BID, APPL2, SMARCA4	1696	54	19453	2.1240609713487077	1.0	0.7274183792365185	0.7164452200338627
innate immune response	GOTERM_BP_DIRECT	69	3.8016528925619832	0.04289826846111476	SPON2, CYBC1, C4BPA, C4BPB, IL1RAP, IFI35, IFIT3, OASL, PQBP1, IFIH1, HERC5, TRIM29, TRIM25, TMED1, CCDC92, ANXA1, RIPK2, DAPK1, ARID5A, CYBA, HLA-A, CNPY3, TICAM1, ATP1B1, HLA-E, TRAF4, OAS1, IFI27, OAS2, IL23A, OAS3, IRF7, IRF5, OPTN, ILRUN, SRC, IFI6, RELB, IFI16, DHX36, PCBP2, SLC15A4, APOBEC3C, AKIRIN2, XRCC6, APOBEC3G, XRCC5, RARRES2, NONO, MX2, EIF2AK2, ISG15, PARP14, PML, FOSL2, NFKB2, BST2, ISG20, MFHAS1, VNN1, NEURL3, KRT16, TOLLIP, LCN2, F2RL1, POLR3H, SHFL, FRK, APOBEC3B	1696	634	19453	1.2483046024046192	1.0	0.7330117336731856	0.7219541983116886
skeletal system development	GOTERM_BP_DIRECT	19	1.046831955922865	0.042944381520232236	CDKN1C, COL18A1, TNFRSF11B, ETS2, TLE5, PUM2, RPS6KA3, BMP2, BMP1, RASSF2, ARSL, GNA11, UFD1, SOX9, COL9A2, FGFR3, PITX1, SOX4, EPHA2	1696	134	19453	1.626333251196846	1.0	0.7330117336731856	0.7219541983116886
positive regulation of B cell proliferation	GOTERM_BP_DIRECT	9	0.4958677685950413	0.04338000682323887	VAV3, CDKN1A, CLCF1, NFATC2, SLC39A10, TCF3, EPHB2, TICAM1, PRLR	1696	46	19453	2.244116591468417	1.0	0.7351888574510687	0.7240984800189002
positive regulation of substrate adhesion-dependent cell spreading	GOTERM_BP_DIRECT	9	0.4958677685950413	0.04338000682323887	DMTN, MYADM, NEDD9, FLNA, TRIOBP, UNC13D, LIMS1, CRKL, DNM2	1696	46	19453	2.244116591468417	1.0	0.7351888574510687	0.7240984800189002
reactive oxygen species metabolic process	GOTERM_BP_DIRECT	8	0.4407713498622589	0.04345880458884584	RFK, SESN2, DDIT4, PDGFB, IFI6, CCN2, CCN1, MT-ND2	1696	38	19453	2.4147219463753724	1.0	0.7351888574510687	0.7240984800189002
chemotaxis	GOTERM_BP_DIRECT	18	0.9917355371900828	0.043600150135307714	CMTM7, CXCL8, CMTM3, CCL20, RARRES2, PTAFR, PLAUR, PLD1, CXCL2, CX3CL1, TYMP, CXCL16, FOSL1, CCRL2, RAC2, MAPK1, CCN1, CCL28	1696	125	19453	1.6516698113207546	1.0	0.7353977985839921	0.7243042692596238
positive regulation of MAPK cascade	GOTERM_BP_DIRECT	23	1.2672176308539946	0.04406239064210976	MAP2K3, SPAG9, SHC2, MAP2K2, GDF15, RYK, WWC1, INSR, IGFBP3, PDGFB, LIF, IGF2, EIF2AK2, LPAR2, TGFA, TNF, CX3CL1, VEGFA, EFNA1, MYDGF, BMP2, IGFBP6, FGFR3	1696	172	19453	1.5337696083808687	1.0	0.7370391728357317	0.7259208832612933
tissue homeostasis	GOTERM_BP_DIRECT	6	0.3305785123966942	0.04469321355317405	WWTR1, STK11, P2RX4, TP53INP2, CCN2, SOX9	1696	23	19453	2.992155455291223	1.0	0.7370391728357317	0.7259208832612933
negative regulation of epidermal growth factor receptor signaling pathway	GOTERM_BP_DIRECT	6	0.3305785123966942	0.04469321355317405	ERRFI1, RNF126, TSG101, DUSP3, TGFA, AREG	1696	23	19453	2.992155455291223	1.0	0.7370391728357317	0.7259208832612933
megakaryocyte development	GOTERM_BP_DIRECT	6	0.3305785123966942	0.04469321355317405	MEIS1, SRF, EP300, FLNA, PTPN11, WASF2	1696	23	19453	2.992155455291223	1.0	0.7370391728357317	0.7259208832612933
negative regulation of calcineurin-NFAT signaling cascade	GOTERM_BP_DIRECT	5	0.27548209366391185	0.04473172317157747	GSK3B, PRNP, DYRK2, FHL2, HOMER3	1696	16	19453	3.5843528891509435	1.0	0.7370391728357317	0.7259208832612933
microtubule polymerization	GOTERM_BP_DIRECT	5	0.27548209366391185	0.04473172317157747	TPPP3, TUBA1A, TRPV4, MAPRE1, HDGFL3	1696	16	19453	3.5843528891509435	1.0	0.7370391728357317	0.7259208832612933
protein acetylation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.04473172317157747	ING4, SPHK1, EP300, NUPR1, FOXO1	1696	16	19453	3.5843528891509435	1.0	0.7370391728357317	0.7259208832612933
histone H3 deacetylation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.04473172317157747	PER2, PER1, HDAC2, SIRT6, HDAC9	1696	16	19453	3.5843528891509435	1.0	0.7370391728357317	0.7259208832612933
regulation of gene expression	GOTERM_BP_DIRECT	33	1.818181818181818	0.04612835231335645	TMPRSS4, NKAP, YBX3, TOB1, PPP2CB, SART3, CDH1, PCBP1, KHSRP, NFKBIZ, ZC3H12A, PCBP2, SIRPA, IGF2BP3, PHGDH, CCN3, STX3, PHLDA2, KDM6A, KDM6B, DNMT3A, ATP1B1, POU5F1, TAPBP, TFDP2, CDK4, FKBP8, NF1, MDM2, HNRNPD, PIN1, APBA3, NFKBID	1696	270	19453	1.4018802410901468	1.0	0.7578609122145392	0.7464285251858688
mitotic cell cycle	GOTERM_BP_DIRECT	21	1.1570247933884297	0.04639697025117977	PLK3, CDT1, TUBB, DNMT3A, TBCD, YEATS4, TUBG2, SMC3, TUBG1, GEM, TUBA4A, CDC25B, SKA2, EML4, PPP2CB, TUBA1C, CLIP1, WEE1, TUBA1A, SRSF2, RAN	1696	154	19453	1.5640812607204118	1.0	0.7600836994309651	0.7486177814953288
positive regulation of vascular smooth muscle cell proliferation	GOTERM_BP_DIRECT	10	0.5509641873278237	0.04689287367628521	ERN1, EDN1, HPGD, ADAMTS1, SRC, MDM2, PDGFB, NF1, MEF2D, TNF	1696	55	19453	2.0854416809605487	1.0	0.7606178714449864	0.7491438954856338
rhythmic process	GOTERM_BP_DIRECT	13	0.7162534435261708	0.04741720962690646	EGR1, GSK3B, KDM5C, DDX5, USP9X, NONO, SIAH2, NFKB2, PER2, PER1, SP1, SRRD, EP300	1696	81	19453	1.8408528418355463	1.0	0.7606178714449864	0.7491438954856338
microtubule cytoskeleton organization	GOTERM_BP_DIRECT	20	1.1019283746556474	0.047502608909769824	GAS2L3, TXNDC9, DST, MAP1S, TUBB, TBCD, TUBG2, TUBG1, TUBA4A, EML4, UXT, TUBA1C, WEE1, TUBA1A, PARD3, TAOK1, MAP7D1, OBSL1, PHLDB2, CLASP1	1696	145	19453	1.5820592062459338	1.0	0.7606178714449864	0.7491438954856338
protein K11-linked ubiquitination	GOTERM_BP_DIRECT	7	0.3856749311294766	0.04829709162141839	FZR1, UBE2B, ANAPC7, UBE2S, UBE2E3, ANAPC5, UBE2L3	1696	31	19453	2.5899840231284235	1.0	0.7606178714449864	0.7491438954856338
endodermal cell differentiation	GOTERM_BP_DIRECT	7	0.3856749311294766	0.04829709162141839	COL4A2, LAMB3, ITGB5, LAMA3, COL6A1, ITGAV, LAMB1	1696	31	19453	2.5899840231284235	1.0	0.7606178714449864	0.7491438954856338
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GOTERM_BP_DIRECT	7	0.3856749311294766	0.04829709162141839	RNF126, TSG101, CHMP1B, MVB12A, CHMP4B, VPS37B, HDAC6	1696	31	19453	2.5899840231284235	1.0	0.7606178714449864	0.7491438954856338
insulin-like growth factor receptor signaling pathway	GOTERM_BP_DIRECT	7	0.3856749311294766	0.04829709162141839	MAP2K2, CRIM1, GRB10, IGF2, MAPK1, PLCB1, IGF2R	1696	31	19453	2.5899840231284235	1.0	0.7606178714449864	0.7491438954856338
regulation of MAPK cascade	GOTERM_BP_DIRECT	8	0.4407713498622589	0.049139034040615225	LBH, TAOK1, ATP6AP2, TNIK, VRK2, CD24, MAP4K4, PAK4	1696	39	19453	2.352805999032414	1.0	0.7606178714449864	0.7491438954856338
dendrite morphogenesis	GOTERM_BP_DIRECT	8	0.4407713498622589	0.049139034040615225	ITGB1, KLF7, RBFOX2, DTNBP1, DCDC2, TMEM106B, CELSR2, PICALM	1696	39	19453	2.352805999032414	1.0	0.7606178714449864	0.7491438954856338
protein K48-linked ubiquitination	GOTERM_BP_DIRECT	11	0.6060606060606061	0.04919349323022569	ZNRF1, RNF126, CDC34, RNF34, IFI27, UBE2B, CUL3, UBE2E3, RFFL, RNF5, RBX1	1696	64	19453	1.9713940890330188	1.0	0.7606178714449864	0.7491438954856338
protein localization	GOTERM_BP_DIRECT	18	0.9917355371900828	0.049489296659355364	USP9X, CBY1, AKAP7, FOXJ1, CSNK1E, MECP2, ARMCX3, GGA1, LATS2, RRAGC, PARD3, TP53INP2, RAB35, ID4, ULK1, MAPRE1, TNS4, AJUBA	1696	127	19453	1.625659263110979	1.0	0.7606178714449864	0.7491438954856338
negative regulation of developmental process	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	GSK3B, SYCP2, UBE2B, BCL2L1	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
endosome to melanosome transport	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	RAB32, CD63, AP3D1, AP1M1	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
ear development	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	DDR1, BCL2L11, RDH10, ECE1	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	SMARCB1, MARS1, PWP1, SMARCA4	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	YWHAQ, YWHAB, BBC3, YWHAH	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
endothelin receptor signaling pathway	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	EDN1, GNA11, BCAR1, CRKL	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
positive regulation of protein localization to early endosome	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	RDX, NF2, EZR, VEGFA	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
regulation of protein export from nucleus	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	GSK3B, IFI27, CDKN2A, PTPN11	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
B cell apoptotic process	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	BAX, PKN1, TNFRSF21, CRKL	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
JAK-STAT cascade involved in growth hormone signaling pathway	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	STAT5A, STAT6, TYK2, JAK1	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
phagosome maturation	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	RAB32, RAB31, RAB34, RAB7A	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
actin filament reorganization	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	GSN, DMTN, NEDD9, BCAR1	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
maternal placenta development	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	DAZAP1, BMPR2, TMED2, NR2F2	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
negative regulation of erythrocyte differentiation	GOTERM_BP_DIRECT	4	0.22038567493112945	0.04976503526556392	STAT5A, ZFP36, KLF13, GAS2L1	1696	10	19453	4.587971698113208	1.0	0.7606178714449864	0.7491438954856338
